gen,w_bar,w_var,k1_var,k2_var,f_var,numk1,numk2,numf
0,0.999200215149,3.58170045804e-07,0.0402510436115,0.0398597153004,0.036344972358,651,651,651
1,0.998843862793,7.59353935782e-07,0.0784255097735,0.0793926884906,0.0756527815558,630,630,630
2,0.998477108369,1.19134020641e-06,0.110392945365,0.119822751963,0.126516237177,636,636,636
3,0.998274987683,1.6602044916e-06,0.147996904253,0.175242089463,0.163621022013,612,612,612
4,0.998042782883,2.08524034615e-06,0.18352198216,0.21145557058,0.211234515067,636,636,636
5,0.997946534299,2.26620498006e-06,0.235644318441,0.252108594536,0.228856032395,619,619,619
6,0.997735188086,2.78726360354e-06,0.285638249429,0.311859129653,0.285152186563,623,623,623
7,0.997563185647,3.38063618964e-06,0.31918543903,0.358379084356,0.340677040971,651,651,651
8,0.997404606004,4.17731334896e-06,0.363879392321,0.413450879766,0.391611429283,619,619,619
9,0.997484793577,4.07514043122e-06,0.406145988526,0.437753870842,0.37020424157,640,640,640
10,0.997379556368,4.4477499709e-06,0.431984572067,0.463894828711,0.403995473269,624,624,624
11,0.997214399659,5.39528805031e-06,0.454770441447,0.489457180237,0.478949728309,630,630,630
12,0.997050373013,5.5166469336e-06,0.465686384077,0.510396991841,0.52545256041,622,622,622
13,0.99703418393,5.71054095363e-06,0.543835029761,0.548333821229,0.530326116717,628,628,628
14,0.996998712997,5.83092271018e-06,0.546495371321,0.596871420098,0.535317128221,626,626,626
15,0.996911020858,6.50006157777e-06,0.645301568585,0.624855672301,0.573426183605,627,627,627
16,0.996868493829,6.55408826708e-06,0.685258044889,0.667019538031,0.601451270513,642,642,642
17,0.996738823429,6.57938415228e-06,0.758066735333,0.74402790474,0.634125324586,638,638,638
18,0.996712106169,6.44476421099e-06,0.771035426174,0.786775590641,0.62856383363,631,631,631
19,0.996555110296,7.00355445859e-06,0.842141742538,0.824264271603,0.677290071391,626,626,626
20,0.996440059105,6.75424622317e-06,0.893839986362,0.821425330514,0.690195065374,624,624,624
21,0.996349266878,7.0040361397e-06,0.932950058967,0.819844247046,0.733765915107,653,653,653
22,0.996236260251,7.86961181808e-06,0.919922325052,0.879110179687,0.798610848293,624,624,624
23,0.996070655071,8.77101809541e-06,0.966600987007,0.99157350452,0.864877828479,613,613,613
24,0.995847471757,9.34982455079e-06,0.969816119775,0.991789179385,0.950801929982,621,621,621
25,0.995762790656,1.06925596942e-05,1.10177436408,1.12222068795,1.00470533034,647,647,647
26,0.995608915019,1.105363455e-05,1.15657948153,1.08729675298,1.05345912308,629,629,629
27,0.995535423387,1.08552005611e-05,1.16237820465,1.11379659052,1.06794622062,636,636,636
28,0.995533677531,1.10375980488e-05,1.11980430779,1.20042733645,1.06020911073,630,630,630
29,0.995645735268,1.07181396955e-05,1.15823774634,1.23840105033,1.00579007871,625,625,625
30,0.995607156196,1.09675802166e-05,1.18715352928,1.23040659453,1.02759410419,649,649,649
31,0.995312065865,1.20270463994e-05,1.23557107475,1.26007216606,1.1297714968,619,619,619
32,0.995194323303,1.23484351174e-05,1.2326100445,1.24765966383,1.17432658523,636,636,636
33,0.995106943484,1.34599446696e-05,1.32645390445,1.26954040594,1.23317794555,641,641,641
34,0.995162596638,1.352761864e-05,1.38461060802,1.35106548881,1.21825571766,643,643,643
35,0.995140077149,1.21128563108e-05,1.43205501777,1.45084121957,1.21613562208,635,635,635
36,0.994950711223,1.26900999535e-05,1.401667615,1.55280099827,1.26670618914,617,617,617
37,0.995004809213,1.355937206e-05,1.4812013901,1.69401120598,1.30291932747,614,614,614
38,0.994894506756,1.35911847094e-05,1.55848921714,1.86215825685,1.33219812499,626,626,626
39,0.994748533419,1.47424955761e-05,1.53466469847,1.85134592289,1.42567419201,633,633,633
40,0.994593294777,1.60652937552e-05,1.50527578091,2.03439151853,1.51846147768,635,635,635
41,0.994373104145,1.74883230194e-05,1.57951310579,2.07010916777,1.60898710586,639,639,639
42,0.99436024264,1.73556262431e-05,1.69316971434,2.19953824881,1.5936370268,634,634,634
43,0.994284737073,1.72852627443e-05,1.77228090885,2.33987594604,1.58845888088,623,623,623
44,0.994267293171,1.79545929579e-05,1.74794177292,2.21691572087,1.63622351939,638,638,638
45,0.994033536188,1.77197643309e-05,1.70460600795,2.17851060079,1.73030421765,633,633,633
46,0.994188509474,1.73244751463e-05,1.79388401217,2.16057889327,1.67083755851,637,637,637
47,0.994251503573,1.67581662639e-05,1.82221855557,2.18983160002,1.66072942747,631,631,631
48,0.994254547708,1.67529670832e-05,1.92339757084,2.21294167134,1.67998196003,627,627,627
49,0.994315687997,1.57163785639e-05,1.93310123656,2.37198978081,1.64679207373,638,638,638
50,0.994343515306,1.63714909435e-05,1.9592356204,2.3554421045,1.65317312348,640,640,640
51,0.994256298355,1.60728878371e-05,1.90558674007,2.49690145872,1.68611713584,634,634,634
52,0.994306591382,1.7219198948e-05,1.92359559377,2.61696298219,1.69713548958,647,647,647
53,0.994238782183,1.6597236485e-05,1.97704480941,2.81698235829,1.72185065369,631,631,631
54,0.993988355983,1.80988666952e-05,2.08537154506,2.95437829493,1.87147830075,631,631,631
55,0.993524683084,2.05274698478e-05,2.26367688497,2.81447926049,2.11088308454,629,629,629
